"subj" "group" "tree" "cat" "rt"
6 0 0 0 723
6 0 0 0 339
6 0 0 0 1863
6 0 0 0 564
6 0 0 0 742
6 0 0 0 785
6 0 0 0 601
6 0 0 0 681
6 0 0 0 636
6 0 0 0 676
6 0 0 0 841
6 0 0 0 721
6 0 0 1 1238
6 0 0 1 1103
6 0 0 1 537
6 0 0 1 1038
6 0 0 1 278
6 0 0 1 1234
6 0 0 1 383
6 0 0 1 521
6 0 0 1 853
6 0 0 1 770
6 0 1 2 1114
6 0 1 2 775
6 0 1 2 1730
6 0 1 2 1661
6 0 1 2 653
6 0 1 2 776
6 0 1 2 1588
6 0 1 2 703
6 0 1 2 872
6 0 1 2 736
6 0 1 2 732
6 0 1 3 929
6 0 1 3 892
6 0 1 3 952
6 0 1 3 715
6 0 1 3 1347
6 0 1 3 681
6 0 1 3 672
6 0 1 3 617
6 0 1 3 704
6 0 1 3 676
6 0 1 3 795
6 0 1 3 745
6 0 1 3 566
6 0 1 3 583
6 0 1 3 1213
6 0 1 3 766
6 0 1 3 860
6 0 1 3 368
6 0 1 3 740
7 0 0 0 494
7 0 0 0 1664
7 0 0 0 646
7 0 0 0 735
7 0 0 0 890
7 0 0 0 775
7 0 0 0 814
7 0 0 0 549
7 0 0 0 503
7 0 0 0 545
7 0 0 0 652
7 0 0 0 560
7 0 0 0 741
7 0 0 0 900
7 0 0 0 915
7 0 0 0 815
7 0 0 0 989
7 0 0 0 691
7 0 0 0 948
7 0 0 0 1151
7 0 0 0 840
7 0 0 0 1147
7 0 0 0 691
7 0 0 1 715
7 0 0 1 552
7 0 0 1 703
7 0 0 1 694
7 0 0 1 996
7 0 0 1 645
7 0 0 1 1055
7 0 1 2 1150
7 0 1 2 752
7 0 1 2 816
7 0 1 2 1160
7 0 1 2 968
7 0 1 2 695
7 0 1 2 1074
7 0 1 2 916
7 0 1 2 791
7 0 1 3 1118
7 0 1 3 867
7 0 1 3 669
7 0 1 3 437
7 0 1 3 967
7 0 1 3 930
7 0 1 3 534
7 0 1 3 753
7 0 1 3 367
7 0 1 3 429
7 0 1 3 676
7 0 1 3 1053
7 0 1 3 547
7 0 1 3 386
7 0 1 3 1002
7 0 1 3 402
7 0 1 3 746
7 0 1 3 629
7 0 1 3 682
7 0 1 3 481
7 0 1 3 1915
8 0 0 0 1157
8 0 0 0 1144
8 0 0 0 803
8 0 0 0 949
8 0 0 0 575
8 0 0 0 942
8 0 0 0 917
8 0 0 0 951
8 0 0 0 558
8 0 0 0 846
8 0 0 0 1324
8 0 0 0 619
8 0 0 0 812
8 0 0 0 498
8 0 0 0 707
8 0 0 0 1340
8 0 0 0 717
8 0 0 0 998
8 0 0 0 704
8 0 0 0 473
8 0 0 1 673
8 0 0 1 1285
8 0 0 1 888
8 0 0 1 1023
8 0 0 1 726
8 0 0 1 731
8 0 0 1 544
8 0 0 1 769
8 0 0 1 663
8 0 0 1 1068
8 0 1 2 694
8 0 1 2 1612
8 0 1 2 1167
8 0 1 2 399
8 0 1 2 1170
8 0 1 2 1058
8 0 1 2 1452
8 0 1 2 697
8 0 1 3 753
8 0 1 3 799
8 0 1 3 1239
8 0 1 3 651
8 0 1 3 1059
8 0 1 3 680
8 0 1 3 652
8 0 1 3 818
8 0 1 3 804
8 0 1 3 812
8 0 1 3 746
8 0 1 3 644
8 0 1 3 719
8 0 1 3 729
8 0 1 3 1094
8 0 1 3 619
8 0 1 3 742
8 0 1 3 713
8 0 1 3 654
8 0 1 3 737
8 0 1 3 593
8 0 1 3 1022
9 0 0 0 802
9 0 0 0 845
9 0 0 0 751
9 0 0 0 346
9 0 0 0 812
9 0 0 0 540
9 0 0 0 1026
9 0 0 0 649
9 0 0 0 927
9 0 0 0 1018
9 0 0 0 733
9 0 0 0 410
9 0 0 0 574
9 0 0 0 812
9 0 0 0 587
9 0 0 0 588
9 0 0 0 763
9 0 0 0 545
9 0 0 0 737
9 0 0 1 524
9 0 0 1 395
9 0 0 1 980
9 0 0 1 410
9 0 0 1 1087
9 0 0 1 865
9 0 0 1 483
9 0 0 1 660
9 0 0 1 540
9 0 0 1 1139
9 0 0 1 646
9 0 1 2 705
9 0 1 2 859
9 0 1 2 572
9 0 1 2 790
9 0 1 2 733
9 0 1 2 791
9 0 1 2 776
9 0 1 2 1100
9 0 1 2 768
9 0 1 2 592
9 0 1 2 843
9 0 1 2 624
9 0 1 2 575
9 0 1 3 806
9 0 1 3 1241
9 0 1 3 879
9 0 1 3 1028
9 0 1 3 528
9 0 1 3 490
9 0 1 3 605
9 0 1 3 233
9 0 1 3 516
9 0 1 3 596
9 0 1 3 877
9 0 1 3 789
9 0 1 3 989
9 0 1 3 449
9 0 1 3 734
9 0 1 3 778
9 0 1 3 845
10 0 0 0 951
10 0 0 0 940
10 0 0 0 1045
10 0 0 0 568
10 0 0 0 1320
10 0 0 0 820
10 0 0 0 972
10 0 0 0 1057
10 0 0 0 2292
10 0 0 0 504
10 0 0 0 981
10 0 0 0 502
10 0 0 0 1210
10 0 0 0 850
10 0 0 0 928
10 0 0 0 1548
10 0 0 0 761
10 0 0 0 535
10 0 0 0 1695
10 0 0 0 735
10 0 0 0 1637
10 0 0 0 495
10 0 0 0 831
10 0 0 0 930
10 0 0 1 968
10 0 0 1 808
10 0 0 1 1059
10 0 0 1 1072
10 0 0 1 1059
10 0 0 1 810
10 0 1 2 992
10 0 1 2 1256
10 0 1 2 1161
10 0 1 2 1105
10 0 1 2 713
10 0 1 2 1259
10 0 1 2 1561
10 0 1 2 1248
10 0 1 2 932
10 0 1 2 1141
10 0 1 3 603
10 0 1 3 653
10 0 1 3 1934
10 0 1 3 590
10 0 1 3 1441
10 0 1 3 924
10 0 1 3 918
10 0 1 3 677
10 0 1 3 823
10 0 1 3 691
10 0 1 3 994
10 0 1 3 656
10 0 1 3 713
10 0 1 3 772
10 0 1 3 537
10 0 1 3 995
10 0 1 3 840
10 0 1 3 774
10 0 1 3 707
10 0 1 3 611
11 0 0 0 1059
11 0 0 0 564
11 0 0 0 769
11 0 0 0 1489
11 0 0 0 805
11 0 0 0 833
11 0 0 0 765
11 0 0 0 659
11 0 0 0 1037
11 0 0 0 832
11 0 0 0 598
11 0 0 0 1100
11 0 0 0 894
11 0 0 0 566
11 0 0 0 744
11 0 0 0 568
11 0 0 0 1073
11 0 0 0 722
11 0 0 0 781
11 0 0 0 616
11 0 0 0 577
11 0 0 0 755
11 0 0 0 856
11 0 0 1 690
11 0 0 1 974
11 0 0 1 1083
11 0 0 1 953
11 0 0 1 856
11 0 0 1 788
11 0 0 1 836
11 0 1 2 1458
11 0 1 2 1027
11 0 1 2 608
11 0 1 2 1045
11 0 1 2 741
11 0 1 2 921
11 0 1 2 857
11 0 1 2 1021
11 0 1 2 751
11 0 1 2 748
11 0 1 2 875
11 0 1 2 1574
11 0 1 3 413
11 0 1 3 765
11 0 1 3 767
11 0 1 3 669
11 0 1 3 673
11 0 1 3 1051
11 0 1 3 991
11 0 1 3 1005
11 0 1 3 567
11 0 1 3 577
11 0 1 3 529
11 0 1 3 846
11 0 1 3 765
11 0 1 3 1075
11 0 1 3 954
11 0 1 3 795
11 0 1 3 819
11 0 1 3 560
12 0 0 0 628
12 0 0 0 1245
12 0 0 0 699
12 0 0 0 1012
12 0 0 0 1008
12 0 0 0 595
12 0 0 0 851
12 0 0 0 659
12 0 0 0 750
12 0 0 0 625
12 0 0 0 472
12 0 0 0 865
12 0 0 0 1018
12 0 0 0 604
12 0 0 0 890
12 0 0 0 793
12 0 0 0 862
12 0 0 0 680
12 0 0 0 863
12 0 0 0 665
12 0 0 0 1053
12 0 0 0 748
12 0 0 0 630
12 0 0 1 675
12 0 0 1 556
12 0 0 1 589
12 0 0 1 1007
12 0 0 1 1226
12 0 0 1 763
12 0 0 1 746
12 0 1 2 682
12 0 1 2 764
12 0 1 2 1344
12 0 1 2 698
12 0 1 2 797
12 0 1 2 1264
12 0 1 2 692
12 0 1 3 572
12 0 1 3 652
12 0 1 3 449
12 0 1 3 543
12 0 1 3 804
12 0 1 3 443
12 0 1 3 698
12 0 1 3 624
12 0 1 3 417
12 0 1 3 594
12 0 1 3 612
12 0 1 3 1025
12 0 1 3 587
12 0 1 3 480
12 0 1 3 678
12 0 1 3 878
12 0 1 3 741
12 0 1 3 670
12 0 1 3 588
12 0 1 3 470
12 0 1 3 810
12 0 1 3 648
12 0 1 3 883
13 0 0 0 785
13 0 0 0 677
13 0 0 0 711
13 0 0 0 895
13 0 0 0 693
13 0 0 0 1055
13 0 0 0 612
13 0 0 0 712
13 0 0 0 1064
13 0 0 0 575
13 0 0 0 617
13 0 0 0 857
13 0 0 0 525
13 0 0 0 826
13 0 0 0 836
13 0 0 0 765
13 0 0 0 892
13 0 0 0 1669
13 0 0 0 971
13 0 0 0 503
13 0 0 0 920
13 0 0 0 664
13 0 0 0 593
13 0 0 0 870
13 0 0 0 607
13 0 0 1 830
13 0 0 1 1071
13 0 0 1 858
13 0 0 1 1382
13 0 0 1 851
13 0 1 2 801
13 0 1 2 1491
13 0 1 2 1138
13 0 1 2 514
13 0 1 3 1022
13 0 1 3 469
13 0 1 3 829
13 0 1 3 502
13 0 1 3 664
13 0 1 3 466
13 0 1 3 1302
13 0 1 3 955
13 0 1 3 769
13 0 1 3 430
13 0 1 3 663
13 0 1 3 723
13 0 1 3 754
13 0 1 3 494
13 0 1 3 939
13 0 1 3 703
13 0 1 3 483
13 0 1 3 716
13 0 1 3 743
13 0 1 3 850
13 0 1 3 989
13 0 1 3 774
13 0 1 3 1103
13 0 1 3 602
13 0 1 3 466
13 0 1 3 657
14 0 0 0 2073
14 0 0 0 924
14 0 0 0 673
14 0 0 0 478
14 0 0 0 686
14 0 0 0 534
14 0 0 0 590
14 0 0 0 571
14 0 0 0 538
14 0 0 0 592
14 0 0 0 460
14 0 0 0 947
14 0 0 0 1172
14 0 0 0 1124
14 0 0 0 659
14 0 0 0 512
14 0 0 0 712
14 0 0 0 607
14 0 0 0 757
14 0 0 0 872
14 0 0 0 680
14 0 0 0 942
14 0 0 0 609
14 0 0 1 931
14 0 0 1 608
14 0 0 1 641
14 0 0 1 894
14 0 0 1 1072
14 0 0 1 737
14 0 0 1 1029
14 0 1 2 903
14 0 1 2 711
14 0 1 2 889
14 0 1 2 753
14 0 1 2 925
14 0 1 2 611
14 0 1 2 809
14 0 1 2 711
14 0 1 3 582
14 0 1 3 573
14 0 1 3 564
14 0 1 3 697
14 0 1 3 538
14 0 1 3 391
14 0 1 3 545
14 0 1 3 659
14 0 1 3 868
14 0 1 3 783
14 0 1 3 1318
14 0 1 3 987
14 0 1 3 752
14 0 1 3 594
14 0 1 3 850
14 0 1 3 1616
14 0 1 3 1098
14 0 1 3 550
14 0 1 3 549
14 0 1 3 467
14 0 1 3 850
14 0 1 3 966
15 0 0 0 903
15 0 0 0 568
15 0 0 0 730
15 0 0 0 664
15 0 0 0 1162
15 0 0 0 580
15 0 0 0 1150
15 0 0 0 652
15 0 0 0 846
15 0 0 0 570
15 0 0 0 770
15 0 0 0 585
15 0 0 0 745
15 0 0 0 1206
15 0 0 0 618
15 0 0 0 508
15 0 0 0 530
15 0 0 0 571
15 0 0 1 819
15 0 0 1 1073
15 0 0 1 732
15 0 0 1 982
15 0 0 1 1132
15 0 0 1 647
15 0 0 1 1090
15 0 0 1 655
15 0 0 1 747
15 0 0 1 593
15 0 0 1 419
15 0 0 1 668
15 0 1 2 674
15 0 1 2 938
15 0 1 2 820
15 0 1 2 1027
15 0 1 2 1055
15 0 1 2 928
15 0 1 2 788
15 0 1 2 940
15 0 1 3 589
15 0 1 3 557
15 0 1 3 676
15 0 1 3 696
15 0 1 3 827
15 0 1 3 403
15 0 1 3 441
15 0 1 3 1190
15 0 1 3 555
15 0 1 3 1067
15 0 1 3 474
15 0 1 3 918
15 0 1 3 602
15 0 1 3 550
15 0 1 3 570
15 0 1 3 1044
15 0 1 3 452
15 0 1 3 220
15 0 1 3 1527
15 0 1 3 515
15 0 1 3 460
15 0 1 3 942
16 0 0 0 861
16 0 0 0 637
16 0 0 0 617
16 0 0 0 1011
16 0 0 0 1354
16 0 0 0 672
16 0 0 0 864
16 0 0 0 660
16 0 0 0 745
16 0 0 0 669
16 0 0 0 653
16 0 0 0 599
16 0 0 0 500
16 0 0 0 499
16 0 0 0 839
16 0 0 0 495
16 0 0 0 533
16 0 0 0 683
16 0 0 0 609
16 0 0 0 496
16 0 0 0 634
16 0 0 0 949
16 0 0 0 486
16 0 0 0 482
16 0 0 1 943
16 0 0 1 461
16 0 0 1 557
16 0 0 1 589
16 0 0 1 742
16 0 0 1 571
16 0 1 2 596
16 0 1 2 821
16 0 1 2 770
16 0 1 2 587
16 0 1 2 1129
16 0 1 2 1050
16 0 1 2 578
16 0 1 2 826
16 0 1 2 683
16 0 1 2 658
16 0 1 2 576
16 0 1 3 967
16 0 1 3 926
16 0 1 3 509
16 0 1 3 516
16 0 1 3 449
16 0 1 3 675
16 0 1 3 664
16 0 1 3 501
16 0 1 3 1307
16 0 1 3 704
16 0 1 3 800
16 0 1 3 692
16 0 1 3 596
16 0 1 3 456
16 0 1 3 653
16 0 1 3 520
16 0 1 3 697
16 0 1 3 503
16 0 1 3 696
17 0 0 0 611
17 0 0 0 620
17 0 0 0 973
17 0 0 0 643
17 0 0 0 509
17 0 0 0 1086
17 0 0 0 695
17 0 0 0 842
17 0 0 0 750
17 0 0 0 516
17 0 0 0 776
17 0 0 0 870
17 0 0 0 532
17 0 0 0 892
17 0 0 0 1017
17 0 0 0 1304
17 0 0 0 1150
17 0 0 0 676
17 0 0 0 658
17 0 0 0 452
17 0 0 0 797
17 0 0 0 537
17 0 0 1 703
17 0 0 1 667
17 0 0 1 610
17 0 0 1 870
17 0 0 1 775
17 0 0 1 800
17 0 0 1 677
17 0 0 1 673
17 0 1 2 1116
17 0 1 2 1152
17 0 1 2 1227
17 0 1 3 519
17 0 1 3 681
17 0 1 3 791
17 0 1 3 483
17 0 1 3 560
17 0 1 3 723
17 0 1 3 717
17 0 1 3 803
17 0 1 3 1158
17 0 1 3 339
17 0 1 3 585
17 0 1 3 437
17 0 1 3 858
17 0 1 3 815
17 0 1 3 959
17 0 1 3 1018
17 0 1 3 663
17 0 1 3 927
17 0 1 3 857
17 0 1 3 658
17 0 1 3 482
17 0 1 3 626
17 0 1 3 850
17 0 1 3 1579
17 0 1 3 1084
17 0 1 3 651
17 0 1 3 756
18 0 0 0 1029
18 0 0 0 653
18 0 0 0 632
18 0 0 0 710
18 0 0 0 739
18 0 0 0 764
18 0 0 0 612
18 0 0 0 858
18 0 0 0 949
18 0 0 0 744
18 0 0 0 869
18 0 0 0 622
18 0 0 0 574
18 0 0 0 692
18 0 0 0 713
18 0 0 0 829
18 0 0 0 961
18 0 0 0 905
18 0 0 0 672
18 0 0 0 480
18 0 0 0 659
18 0 0 1 686
18 0 0 1 1210
18 0 0 1 726
18 0 0 1 1064
18 0 0 1 771
18 0 0 1 1024
18 0 0 1 1081
18 0 0 1 812
18 0 0 1 670
18 0 1 2 983
18 0 1 2 826
18 0 1 2 1133
18 0 1 2 871
18 0 1 2 1080
18 0 1 2 759
18 0 1 3 571
18 0 1 3 812
18 0 1 3 769
18 0 1 3 725
18 0 1 3 741
18 0 1 3 652
18 0 1 3 578
18 0 1 3 566
18 0 1 3 715
18 0 1 3 1654
18 0 1 3 571
18 0 1 3 731
18 0 1 3 744
18 0 1 3 565
18 0 1 3 781
18 0 1 3 716
18 0 1 3 1101
18 0 1 3 832
18 0 1 3 617
18 0 1 3 892
18 0 1 3 768
18 0 1 3 707
18 0 1 3 528
18 0 1 3 394
19 0 0 0 764
19 0 0 0 667
19 0 0 0 625
19 0 0 0 752
19 0 0 0 721
19 0 0 0 529
19 0 0 0 909
19 0 0 0 619
19 0 0 0 1086
19 0 0 0 867
19 0 0 0 526
19 0 0 0 493
19 0 0 0 468
19 0 0 0 617
19 0 0 0 570
19 0 0 0 616
19 0 0 0 651
19 0 0 0 608
19 0 0 0 619
19 0 0 0 479
19 0 0 0 891
19 0 0 1 914
19 0 0 1 560
19 0 0 1 545
19 0 0 1 524
19 0 0 1 572
19 0 0 1 594
19 0 0 1 589
19 0 0 1 498
19 0 0 1 439
19 0 1 2 548
19 0 1 2 340
19 0 1 2 920
19 0 1 2 749
19 0 1 2 536
19 0 1 2 620
19 0 1 2 495
19 0 1 2 638
19 0 1 2 1007
19 0 1 2 675
19 0 1 2 678
19 0 1 3 618
19 0 1 3 402
19 0 1 3 469
19 0 1 3 478
19 0 1 3 416
19 0 1 3 716
19 0 1 3 439
19 0 1 3 485
19 0 1 3 839
19 0 1 3 330
19 0 1 3 434
19 0 1 3 627
19 0 1 3 318
19 0 1 3 745
19 0 1 3 452
19 0 1 3 616
19 0 1 3 399
19 0 1 3 402
19 0 1 3 826
20 0 0 0 669
20 0 0 0 666
20 0 0 0 801
20 0 0 0 675
20 0 0 0 979
20 0 0 0 739
20 0 0 0 989
20 0 0 0 951
20 0 0 0 788
20 0 0 0 1162
20 0 0 0 585
20 0 0 0 509
20 0 0 0 1127
20 0 0 0 695
20 0 0 0 831
20 0 0 0 525
20 0 0 0 617
20 0 0 0 517
20 0 0 0 810
20 0 0 0 769
20 0 0 0 570
20 0 0 0 1213
20 0 0 0 716
20 0 0 1 774
20 0 0 1 735
20 0 0 1 577
20 0 0 1 574
20 0 0 1 614
20 0 0 1 858
20 0 0 1 577
20 0 1 2 1332
20 0 1 2 1244
20 0 1 2 1103
20 0 1 3 798
20 0 1 3 583
20 0 1 3 751
20 0 1 3 524
20 0 1 3 1360
20 0 1 3 579
20 0 1 3 666
20 0 1 3 1184
20 0 1 3 524
20 0 1 3 662
20 0 1 3 784
20 0 1 3 907
20 0 1 3 616
20 0 1 3 713
20 0 1 3 554
20 0 1 3 638
20 0 1 3 604
20 0 1 3 773
20 0 1 3 624
20 0 1 3 749
20 0 1 3 414
20 0 1 3 495
20 0 1 3 494
20 0 1 3 471
20 0 1 3 492
20 0 1 3 521
20 0 1 3 949
21 0 0 0 851
21 0 0 0 553
21 0 0 0 963
21 0 0 0 597
21 0 0 0 528
21 0 0 0 969
21 0 0 0 731
21 0 0 0 753
21 0 0 0 1080
21 0 0 0 676
21 0 0 0 707
21 0 0 0 938
21 0 0 0 1134
21 0 0 0 891
21 0 0 0 719
21 0 0 0 516
21 0 0 0 661
21 0 0 0 663
21 0 0 1 754
21 0 0 1 1135
21 0 0 1 868
21 0 0 1 817
21 0 0 1 745
21 0 0 1 1071
21 0 0 1 1262
21 0 0 1 1010
21 0 0 1 1139
21 0 0 1 688
21 0 0 1 436
21 0 0 1 1102
21 0 1 2 1227
21 0 1 2 862
21 0 1 2 1124
21 0 1 2 953
21 0 1 2 984
21 0 1 2 946
21 0 1 3 370
21 0 1 3 612
21 0 1 3 575
21 0 1 3 690
21 0 1 3 1017
21 0 1 3 540
21 0 1 3 530
21 0 1 3 511
21 0 1 3 455
21 0 1 3 971
21 0 1 3 722
21 0 1 3 583
21 0 1 3 568
21 0 1 3 651
21 0 1 3 860
21 0 1 3 734
21 0 1 3 819
21 0 1 3 1786
21 0 1 3 523
21 0 1 3 914
21 0 1 3 569
21 0 1 3 1033
21 0 1 3 1045
21 0 1 3 337
22 0 0 0 669
22 0 0 0 745
22 0 0 0 708
22 0 0 0 564
22 0 0 0 592
22 0 0 0 499
22 0 0 0 679
22 0 0 0 870
22 0 0 0 764
22 0 0 0 552
22 0 0 0 724
22 0 0 0 626
22 0 0 0 756
22 0 0 0 676
22 0 0 0 575
22 0 0 0 735
22 0 0 0 579
22 0 0 0 762
22 0 0 0 1024
22 0 0 0 426
22 0 0 0 767
22 0 0 1 669
22 0 0 1 466
22 0 0 1 755
22 0 0 1 437
22 0 0 1 621
22 0 0 1 538
22 0 0 1 554
22 0 0 1 839
22 0 0 1 516
22 0 1 2 578
22 0 1 2 633
22 0 1 2 971
22 0 1 2 535
22 0 1 2 746
22 0 1 2 457
22 0 1 2 695
22 0 1 2 746
22 0 1 2 865
22 0 1 3 619
22 0 1 3 591
22 0 1 3 517
22 0 1 3 469
22 0 1 3 702
22 0 1 3 506
22 0 1 3 777
22 0 1 3 414
22 0 1 3 539
22 0 1 3 954
22 0 1 3 459
22 0 1 3 851
22 0 1 3 706
